"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","5","5","0","0"
"05-09","5","6","0","0"
"10-14","16","12","1","0"
"15-19","16","19","0","0"
"20-24","29","30","1","0"
"25-29","43","24","1","0"
"30-34","25","31","1","0"
"35-39","29","27","8","0"
"40-44","37","19","1","0"
"45-49","24","16","0","0"
"50-54","36","30","5","0"
"55-59","32","22","3","0"
"60-64","24","21","5","0"
"65-69","12","12","1","0"
"70-74","13","18","5","0"
"75-79","18","26","6","0"
"80-84","33","28","9","0"
"85-89","29","14","10","0"
"90+","28","10","5","1"

"Datenstand 04.01.2021 20:13:54"
