"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","249,69","785","+6","138","","47",""
"Stormarn","OD","234,38","570","+7","54","","35",""
"Kiel","KI","181,78","450","+1","79","","11",""
"Segeberg","SE","157,95","436","+9","45","","7",""
"Rendsburg-Eckernförde","RD","122,81","335","+1","51","","14",""
"Herzogtum Lauenburg","RZ","167,29","330","+3","51","","18",""
"Lübeck","HL","110,96","241","+1","12","","1",""
"Steinburg","IZ","153,79","202","","25","","3",""
"Schleswig-Flensburg","SL","90,49","181","","21","","4",""
"Dithmarschen","HEI","126,12","168","","27","","5",""
"Plön","PLO","122,04","157","+2","35","","8",""
"Neumünster","NMS","172,36","137","+2","10","","3",""
"Nordfriesland","NF","67,67","112","","16","","2",""
"Ostholstein","OH","50,85","102","","15","","0",""
"Flensburg","FL","91,62","82","+1","6","","3",""
"-"
"Schleswig-Holstein","SH","148,03","4.288","+33","585","","161",""

"Datenstand 15.09.2020 18:56:46"
