"Datum","Gemeldete Fälle","Hospitalisierungen","Verstorben"
"01.01.2021","137","14","7"
"02.01.2021","261","32","21"
"03.01.2021","202","36","8"
"04.01.2021","260","34","11"
"05.01.2021","538","53","10"
"06.01.2021","533","37","16"
"07.01.2021","478","31","11"
"08.01.2021","523","41","15"
"09.01.2021","407","32","8"
"10.01.2021","141","17","10"
"11.01.2021","259","45","8"
"12.01.2021","399","42","9"
"13.01.2021","491","42","9"
"14.01.2021","421","35","10"
"15.01.2021","412","56","8"
"16.01.2021","354","29","9"
"17.01.2021","203","22","2"
"18.01.2021","239","23","3"
"19.01.2021","468","37","6"
"20.01.2021","483","39","6"
"21.01.2021","501","34","4"
"22.01.2021","459","28","5"
"23.01.2021","443","32","1"
"24.01.2021","155","16","3"
"25.01.2021","162","26","3"
"26.01.2021","548","17","2"
"27.01.2021","476","24","2"
"28.01.2021","363","18","1"

"Datenstand 28.01.2021 20:20:31"
