"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","293,58","923","+4","146","","47",""
"Stormarn","OD","285,37","694","+4","60","","35",""
"Segeberg","SE","193,46","534","+25","48","","7",""
"Kiel","KI","195,11","483","","80","","12",""
"Rendsburg-Eckernförde","RD","141,51","386","+2","54","+1","14",""
"Herzogtum Lauenburg","RZ","191,11","377","+2","52","","18",""
"Lübeck","HL","150,09","326","+5","14","","1",""
"Dithmarschen","HEI","186,17","248","+2","33","","5",""
"Steinburg","IZ","181,20","238","","25","","3",""
"Schleswig-Flensburg","SL","103,99","208","","21","","4",""
"Neumünster","NMS","221,42","176","+3","13","","3",""
"Plön","PLO","132,14","170","","36","","8",""
"Ostholstein","OH","78,77","158","+5","18","+1","0",""
"Nordfriesland","NF","93,65","155","+2","19","","2",""
"Flensburg","FL","148,60","133","","9","","3",""
"-"
"Schleswig-Holstein","SH","179,82","5.209","+54","628","+2","162",""

"Datenstand 09.10.2020 20:37:26"
