"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","2.691,21","8.507","+34","796","+3","241",""
"Segeberg","SE","2.084,24","5.777","","455","","101",""
"Stormarn","OD","2.186,72","5.339","+35","467","+3","141",""
"Kiel","KI","2.117,56","5.226","+17","384","","67",""
"Herzogtum Lauenburg","RZ","2.288,67","4.532","+45","295","+1","80","+1"
"Lübeck","HL","2.063,92","4.469","+24","296","","75",""
"Rendsburg-Eckernförde","RD","1.275,09","3.495","+19","236","+2","43",""
"Ostholstein","OH","1.417,68","2.843","+10","262","","67",""
"Schleswig-Flensburg","SL","1.248,28","2.511","+17","107","","32",""
"Flensburg","FL","2.695,09","2.430","+8","127","+1","29",""
"Nordfriesland","NF","1.458,86","2.421","+5","254","","57",""
"Steinburg","IZ","1.586,87","2.079","+9","175","","28",""
"Neumünster","NMS","2.376,68","1.906","+8","127","","10",""
"Dithmarschen","HEI","1.286,10","1.713","+11","144","+2","23",""
"Plön","PLO","1.031,19","1.327","+10","148","","22",""
"-"
"Schleswig-Holstein","SH","1.879,45","54.575","+252","4.273","+12","1.016","+1"

"Datenstand 22.10.2021 19:03:24"
