"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","179","190","11","0"
"05-09","161","206","3","0"
"10-14","228","251","8","0"
"15-19","439","424","12","0"
"20-24","661","642","22","0"
"25-29","653","612","30","0"
"30-34","591","650","39","0"
"35-39","525","564","44","0"
"40-44","582","450","38","0"
"45-49","622","473","43","1"
"50-54","681","649","70","2"
"55-59","662","601","87","6"
"60-64","419","439","96","9"
"65-69","240","291","110","23"
"70-74","248","280","141","42"
"75-79","341","294","202","69"
"80-84","605","377","323","142"
"85-89","532","238","210","142"
"90+","585","162","152","159"

"Datenstand 25.02.2021 20:02:23"
