"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.422,32","4.496","+69","445","+3","185","+1"
"Segeberg","SE","1.148,01","3.182","+38","112","","78",""
"Stormarn","OD","1.038,68","2.536","+45","255","+1","107","+3"
"Lübeck","HL","1.075,60","2.329","+12","229","","65",""
"Herzogtum Lauenburg","RZ","1.145,85","2.269","+55","170","","66","+1"
"Kiel","KI","744,35","1.837","+31","168","+1","47",""
"Rendsburg-Eckernförde","RD","599,06","1.642","+23","140","+3","23",""
"Schleswig-Flensburg","SL","784,47","1.578","+6","70","","23",""
"Flensburg","FL","1.749,04","1.577","+17","102","+2","29",""
"Ostholstein","OH","755,46","1.515","+30","190","+1","60","+1"
"Nordfriesland","NF","827,35","1.373","+20","190","+5","47",""
"Steinburg","IZ","709,85","930","+28","64","+1","9",""
"Neumünster","NMS","1.007,53","808","+8","62","","8",""
"Dithmarschen","HEI","451,98","602","+3","55","+1","9",""
"Plön","PLO","391,65","504","+10","76","+2","14","+1"
"-"
"Schleswig-Holstein","SH","935,95","27.178","+395","2.328","+20","770","+7"

"Datenstand 08.04.2021 18:51:52"
