"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","184","195","12","0"
"05-09","251","253","7","0"
"10-14","347","328","9","0"
"15-19","565","569","19","0"
"20-24","677","763","22","0"
"25-29","641","724","36","0"
"30-34","630","634","51","0"
"35-39","601","569","35","2"
"40-44","579","547","37","1"
"45-49","595","591","66","3"
"50-54","711","728","67","0"
"55-59","617","649","98","8"
"60-64","400","426","90","10"
"65-69","218","256","85","12"
"70-74","226","202","119","27"
"75-79","248","204","156","39"
"80-84","285","217","191","69"
"85-89","185","97","98","53"
"90+","190","49","70","47"

"Datenstand 08.12.2020 21:01:52"
