"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.674,77","5.294","+7","502","+5","196","+1"
"Segeberg","SE","1.347,88","3.736","+8","152","+4","87","+3"
"Stormarn","OD","1.284,02","3.135","+18","297","+4","112","+1"
"Herzogtum Lauenburg","RZ","1.432,69","2.837","+15","194","+3","67",""
"Lübeck","HL","1.234,93","2.674","+13","244","+1","68",""
"Kiel","KI","955,05","2.357","+30","200","+2","50",""
"Rendsburg-Eckernförde","RD","724,92","1.987","+10","167","+7","28",""
"Ostholstein","OH","938,97","1.883","+5","210","","62",""
"Schleswig-Flensburg","SL","890,85","1.792","+7","73","","25",""
"Flensburg","FL","1.864,38","1.681","+11","103","","29",""
"Nordfriesland","NF","920,15","1.527","+4","196","","49",""
"Steinburg","IZ","936,55","1.227","+13","91","","11",""
"Neumünster","NMS","1.169,63","938","+5","71","","8",""
"Dithmarschen","HEI","634,42","845","+6","70","+2","9",""
"Plön","PLO","495,00","637","+2","82","+1","14",""
"-"
"Schleswig-Holstein","SH","1.120,96","32.550","+154","2.652","+29","815","+5"

"Datenstand 26.04.2021 20:16:00"
