"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","312,67","983","+9","146","","47",""
"Stormarn","OD","297,70","724","","60","","35",""
"Segeberg","SE","206,86","571","+10","50","","7",""
"Kiel","KI","200,77","497","+5","81","","12",""
"Rendsburg-Eckernförde","RD","148,11","404","+3","55","","14",""
"Herzogtum Lauenburg","RZ","199,73","394","+2","53","","18",""
"Lübeck","HL","163,45","355","+4","15","","1","-1"
"Dithmarschen","HEI","190,68","254","","36","","5",""
"Steinburg","IZ","190,34","250","+4","26","+1","3",""
"Schleswig-Flensburg","SL","108,49","217","+3","21","","5","+1"
"Neumünster","NMS","256,65","204","+6","13","","3",""
"Plön","PLO","136,03","175","","36","","8",""
"Ostholstein","OH","84,75","170","+4","19","","0",""
"Nordfriesland","NF","100,30","166","+3","20","+1","2",""
"Flensburg","FL","163,12","146","+2","9","","3",""
"-"
"Schleswig-Holstein","SH","190,22","5.510","+55","640","+2","163",""

"Datenstand 15.10.2020 19:24:24"
