"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.960,75","6.198","","655","","222",""
"Segeberg","SE","1.553,89","4.307","+2","352","","93",""
"Stormarn","OD","1.580,14","3.858","","353","","127",""
"Herzogtum Lauenburg","RZ","1.732,16","3.430","","255","","73",""
"Lübeck","HL","1.462,15","3.166","","260","","74",""
"Kiel","KI","1.270,70","3.136","","269","","56",""
"Rendsburg-Eckernförde","RD","881,80","2.417","","204","","35",""
"Ostholstein","OH","1.122,47","2.251","","237","","67",""
"Schleswig-Flensburg","SL","985,80","1.983","","87","","31",""
"Nordfriesland","NF","1.088,27","1.806","+1","211","","54",""
"Flensburg","FL","1.964,20","1.771","","110","","29",""
"Steinburg","IZ","1.146,45","1.502","","141","","20",""
"Neumünster","NMS","1.440,22","1.155","+1","87","+1","9",""
"Dithmarschen","HEI","764,30","1.018","","91","","20",""
"Plön","PLO","630,99","812","","106","","18",""
"-"
"Schleswig-Holstein","SH","1.336,54","38.810","+4","3.418","+1","928",""

"Datenstand 27.06.2021 19:49:41"
