"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","96","103","8","0"
"05-09","131","120","4","0"
"10-14","165","152","5","0"
"15-19","286","268","9","0"
"20-24","375","445","16","0"
"25-29","376","421","25","0"
"30-34","351","353","30","0"
"35-39","326","306","20","2"
"40-44","304","298","20","1"
"45-49","310","331","38","3"
"50-54","401","399","38","0"
"55-59","361","399","66","6"
"60-64","237","249","58","8"
"65-69","132","150","63","10"
"70-74","131","121","66","22"
"75-79","156","121","111","30"
"80-84","181","151","135","44"
"85-89","107","55","67","31"
"90+","107","35","46","35"

"Datenstand 04.11.2020 20:06:38"
