"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","709","712","38","1"
"05-09","840","895","18","0"
"10-14","861","1.056","21","0"
"15-19","1.261","1.323","38","0"
"20-24","1.597","1.640","82","0"
"25-29","1.482","1.493","94","0"
"30-34","1.447","1.612","113","2"
"35-39","1.374","1.444","127","2"
"40-44","1.409","1.309","140","1"
"45-49","1.360","1.228","152","3"
"50-54","1.473","1.548","202","13"
"55-59","1.406","1.429","243","22"
"60-64","871","1.001","239","25"
"65-69","491","573","221","40"
"70-74","501","503","293","72"
"75-79","526","472","357","121"
"80-84","809","524","504","223"
"85-89","646","316","336","197"
"90+","678","194","234","212"

"Datenstand 15.07.2021 19:00:32"
