"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","645","647","30","1"
"05-09","737","822","13","0"
"10-14","789","943","18","0"
"15-19","1.155","1.204","32","0"
"20-24","1.489","1.535","70","0"
"25-29","1.385","1.396","81","0"
"30-34","1.346","1.506","98","1"
"35-39","1.279","1.352","107","2"
"40-44","1.346","1.227","117","1"
"45-49","1.280","1.145","138","2"
"50-54","1.415","1.468","171","6"
"55-59","1.343","1.370","212","20"
"60-64","836","947","203","21"
"65-69","473","551","202","36"
"70-74","480","491","263","69"
"75-79","512","464","333","116"
"80-84","788","516","483","209"
"85-89","631","311","313","189"
"90+","670","190","220","204"

"Datenstand 18.05.2021 19:45:23"
