"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","2.928,48","9.257","","830","","246",""
"Segeberg","SE","2.298,55","6.371","","483","","110",""
"Stormarn","OD","2.435,74","5.947","","492","","145",""
"Kiel","KI","2.378,10","5.869","","417","","71",""
"Herzogtum Lauenburg","RZ","2.574,00","5.097","","302","","81",""
"Lübeck","HL","2.272,20","4.920","","314","","79",""
"Rendsburg-Eckernförde","RD","1.445,10","3.961","","246","","43",""
"Ostholstein","OH","1.557,80","3.124","","286","","69",""
"Schleswig-Flensburg","SL","1.432,22","2.881","","123","","33",""
"Nordfriesland","NF","1.713,76","2.844","","267","","60",""
"Flensburg","FL","2.923,56","2.636","","132","","29",""
"Steinburg","IZ","1.699,07","2.226","","177","","28",""
"Neumünster","NMS","2.572,45","2.063","","132","","11",""
"Dithmarschen","HEI","1.488,82","1.983","","156","","24",""
"Plön","PLO","1.199,82","1.544","","157","","22",""
"-"
"Schleswig-Holstein","SH","2.091,18","60.723","+60.723","4.514","+4.514","1.051","+1.051"

"Datenstand 10.11.2021 19:08:45"
