"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","2.596,62","8.208","","777","","240",""
"Segeberg","SE","2.009,92","5.571","+5","439","+1","100",""
"Stormarn","OD","2.078,59","5.075","+29","452","+2","140",""
"Kiel","KI","2.034,90","5.022","+18","374","+1","67",""
"Herzogtum Lauenburg","RZ","2.207,36","4.371","+6","289","","79",""
"Lübeck","HL","2.007,11","4.346","+14","294","+1","75",""
"Rendsburg-Eckernförde","RD","1.205,77","3.305","+7","233","+1","41",""
"Ostholstein","OH","1.375,79","2.759","+2","261","","67",""
"Schleswig-Flensburg","SL","1.214,48","2.443","+4","104","","32",""
"Flensburg","FL","2.610,80","2.354","+4","125","+1","29",""
"Nordfriesland","NF","1.418,49","2.354","+2","248","","56",""
"Steinburg","IZ","1.544,88","2.024","+8","172","","24","+1"
"Neumünster","NMS","2.289,39","1.836","+11","121","+1","10",""
"Dithmarschen","HEI","1.235,80","1.646","+2","135","","23",""
"Plön","PLO","983,79","1.266","+7","146","+1","22",""
"-"
"Schleswig-Holstein","SH","1.810,75","52.580","+119","4.170","+9","1.005","+1"

"Datenstand 12.10.2021 18:35:26"
