"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","291","318","17","0"
"05-09","286","363","5","0"
"10-14","339","393","10","0"
"15-19","604","644","18","0"
"20-24","882","879","28","0"
"25-29","842","821","41","0"
"30-34","809","883","49","1"
"35-39","711","763","60","0"
"40-44","792","659","63","0"
"45-49","778","644","60","2"
"50-54","873","875","94","3"
"55-59","845","814","113","11"
"60-64","514","574","125","17"
"65-69","301","357","130","28"
"70-74","317","341","181","52"
"75-79","383","343","230","85"
"80-84","676","425","387","180"
"85-89","568","265","250","168"
"90+","615","176","179","180"

"Datenstand 22.03.2021 19:30:22"
