"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","799,96","2.515","+32","242","+4","53","+2"
"Stormarn","OD","722,87","1.758","+6","101","+2","58",""
"Segeberg","SE","595,58","1.644","+10","118","-1","33",""
"Kiel","KI","511,82","1.267","+10","148","+2","16",""
"Lübeck","HL","553,87","1.203","","52","","6",""
"Herzogtum Lauenburg","RZ","534,82","1.055","+6","74","","24",""
"Rendsburg-Eckernförde","RD","346,44","945","+1","97","+1","17",""
"Nordfriesland","NF","406,03","672","+2","51","","4",""
"Dithmarschen","HEI","456,42","608","+3","69","","14",""
"Ostholstein","OH","300,13","602","+1","41","","3",""
"Schleswig-Flensburg","SL","259,97","520","","38","","7",""
"Neumünster","NMS","579,97","461","+5","33","+1","6",""
"Steinburg","IZ","336,51","442","+3","42","+1","3",""
"Plön","PLO","252,63","325","+1","57","","8",""
"Flensburg","FL","356,41","319","+1","17","","3",""
"-"
"Schleswig-Holstein","SH","494,91","14.336","+81","1.180","+10","255","+2"

"Datenstand 30.11.2020 20:06:52"
