"Datum","Gemeldete Fälle","Hospitalisierungen","Verstorben"
"01.01.2021","137","14","7"
"02.01.2021","261","33","21"
"03.01.2021","202","37","9"
"04.01.2021","260","34","13"
"05.01.2021","538","54","11"
"06.01.2021","533","37","17"
"07.01.2021","478","31","12"
"08.01.2021","523","42","17"
"09.01.2021","407","34","12"
"10.01.2021","141","17","13"
"11.01.2021","259","45","10"
"12.01.2021","399","44","13"
"13.01.2021","491","46","15"
"14.01.2021","421","39","11"
"15.01.2021","412","59","10"
"16.01.2021","354","32","11"
"17.01.2021","201","23","3"
"18.01.2021","239","25","5"
"19.01.2021","468","41","16"
"20.01.2021","484","45","8"
"21.01.2021","500","43","13"
"22.01.2021","459","33","9"
"23.01.2021","439","36","6"
"24.01.2021","157","23","4"
"25.01.2021","163","31","5"
"26.01.2021","545","36","4"
"27.01.2021","464","44","9"
"28.01.2021","385","32","3"
"29.01.2021","348","32","4"
"30.01.2021","264","12","1"
"31.01.2021","181","16","2"
"01.02.2021","127","13","1"
"02.02.2021","226","11","1"

"Datenstand 02.02.2021 20:54:54"
