"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","2.113,24","6.680","+14","680","+2","228","+1"
"Segeberg","SE","1.649,14","4.571","+8","375","","94",""
"Stormarn","OD","1.665,33","4.066","","368","","129",""
"Herzogtum Lauenburg","RZ","1.804,88","3.574","","262","","75",""
"Kiel","KI","1.420,21","3.505","+32","283","+3","59",""
"Lübeck","HL","1.597,47","3.459","","277","","75",""
"Rendsburg-Eckernförde","RD","935,43","2.564","","206","","35",""
"Ostholstein","OH","1.186,80","2.380","+1","240","","67",""
"Schleswig-Flensburg","SL","1.032,53","2.077","+4","90","","31",""
"Nordfriesland","NF","1.182,28","1.962","+10","219","+1","54",""
"Flensburg","FL","2.108,38","1.901","+1","112","","29",""
"Steinburg","IZ","1.218,20","1.596","+3","145","","21",""
"Neumünster","NMS","1.632,25","1.309","+4","96","","9",""
"Dithmarschen","HEI","827,37","1.102","+3","96","+1","20",""
"Plön","PLO","706,37","909","","109","","18",""
"-"
"Schleswig-Holstein","SH","1.434,51","41.655","+80","3.558","+7","944","+1"

"Datenstand 08.08.2021 18:51:04"
