"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","2.403,96","7.599","+21","734","+3","233",""
"Segeberg","SE","1.878,24","5.206","+14","411","+6","98","+2"
"Stormarn","OD","1.904,52","4.650","+47","420","+2","136",""
"Kiel","KI","1.841,62","4.545","+8","343","+3","64",""
"Herzogtum Lauenburg","RZ","2.108,89","4.176","+8","279","+1","76",""
"Lübeck","HL","1.893,96","4.101","+5","289","","75",""
"Rendsburg-Eckernförde","RD","1.083,55","2.970","+8","217","","36",""
"Ostholstein","OH","1.307,48","2.622","+1","250","","67",""
"Schleswig-Flensburg","SL","1.152,84","2.319","","96","","31",""
"Nordfriesland","NF","1.361,85","2.260","+9","235","+1","56",""
"Flensburg","FL","2.483,25","2.239","+1","122","","29",""
"Steinburg","IZ","1.457,87","1.910","+1","160","","22",""
"Neumünster","NMS","2.027,53","1.626","+6","109","","9",""
"Dithmarschen","HEI","1.134,44","1.511","+4","122","+1","21",""
"Plön","PLO","893,65","1.150","+13","129","","19",""
"-"
"Schleswig-Holstein","SH","1.683,46","48.884","+146","3.916","+17","972","+2"

"Datenstand 13.09.2021 18:50:38"
