"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","680","682","32","1"
"05-09","789","862","14","0"
"10-14","827","1.002","21","0"
"15-19","1.205","1.260","34","0"
"20-24","1.537","1.569","72","0"
"25-29","1.428","1.447","84","0"
"30-34","1.395","1.561","102","2"
"35-39","1.333","1.401","114","2"
"40-44","1.373","1.267","125","1"
"45-49","1.321","1.184","146","3"
"50-54","1.445","1.513","187","9"
"55-59","1.376","1.403","220","20"
"60-64","851","971","217","23"
"65-69","485","564","210","40"
"70-74","491","497","269","70"
"75-79","520","471","340","118"
"80-84","799","519","490","214"
"85-89","641","314","319","194"
"90+","675","191","228","205"

"Datenstand 31.05.2021 18:42:59"
