"Datum","Gemeldete Fälle","Hospitalisierungen","Verstorben"
"01.01.2021","137","14","6"
"02.01.2021","261","31","21"
"03.01.2021","202","36","7"
"04.01.2021","260","29","9"
"05.01.2021","538","48","9"
"06.01.2021","533","36","15"
"07.01.2021","478","28","10"
"08.01.2021","523","36","11"
"09.01.2021","407","29","7"
"10.01.2021","140","14","8"
"11.01.2021","259","43","6"
"12.01.2021","398","36","5"
"13.01.2021","491","35","7"
"14.01.2021","421","29","5"
"15.01.2021","418","45","4"
"16.01.2021","358","25","5"
"17.01.2021","202","20","1"
"18.01.2021","239","20","2"
"19.01.2021","468","32","2"
"20.01.2021","481","33","1"
"21.01.2021","505","17","0"
"22.01.2021","421","12","0"

"Datenstand 22.01.2021 20:08:35"
