"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","2.506,46","7.923","+20","755","+1","239","+1"
"Segeberg","SE","1.940,65","5.379","+8","421","","99",""
"Kiel","KI","1.940,08","4.788","+4","355","","66",""
"Stormarn","OD","1.958,17","4.781","","433","","137",""
"Herzogtum Lauenburg","RZ","2.162,42","4.282","","282","","77",""
"Lübeck","HL","1.950,31","4.223","","290","","75",""
"Rendsburg-Eckernförde","RD","1.157,98","3.174","","226","","38",""
"Ostholstein","OH","1.339,89","2.687","","259","","68",""
"Schleswig-Flensburg","SL","1.178,19","2.370","+1","101","","31",""
"Nordfriesland","NF","1.393,78","2.313","","242","+2","56",""
"Flensburg","FL","2.544,25","2.294","+1","122","","29",""
"Steinburg","IZ","1.488,40","1.950","","167","","22",""
"Neumünster","NMS","2.165,94","1.737","+2","115","","9",""
"Dithmarschen","HEI","1.195,26","1.592","+2","130","+1","21",""
"Plön","PLO","932,50","1.200","","137","","21",""
"-"
"Schleswig-Holstein","SH","1.745,76","50.693","+38","4.035","+4","988","+1"

"Datenstand 26.09.2021 18:37:13"
