"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.841,80","5.822","+13","611","","212",""
"Segeberg","SE","1.479,21","4.100","+14","227","+4","89",""
"Stormarn","OD","1.480,20","3.614","+18","334","+2","118","+1"
"Herzogtum Lauenburg","RZ","1.650,35","3.268","+26","222","+3","69",""
"Lübeck","HL","1.384,10","2.997","+29","258","","73","+1"
"Kiel","KI","1.192,49","2.943","+29","247","+1","53",""
"Rendsburg-Eckernförde","RD","827,44","2.268","+25","192","+3","31","+1"
"Ostholstein","OH","1.077,60","2.161","+12","234","+2","65",""
"Schleswig-Flensburg","SL","963,93","1.939","","83","","30",""
"Flensburg","FL","1.933,14","1.743","-6","107","+1","29",""
"Nordfriesland","NF","1.026,81","1.704","+7","206","+1","52",""
"Steinburg","IZ","1.100,65","1.442","+17","120","+12","17","+1"
"Neumünster","NMS","1.387,85","1.113","+6","83","","9",""
"Dithmarschen","HEI","737,28","982","+4","83","","13",""
"Plön","PLO","605,35","779","+9","99","+1","17",""
"-"
"Schleswig-Holstein","SH","1.269,90","36.875","+203","3.106","+30","877","+4"

"Datenstand 18.05.2021 19:45:23"
