"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","2.237,88","7.074","+13","703","","229",""
"Segeberg","SE","1.751,24","4.854","+13","383","+1","94",""
"Stormarn","OD","1.759,12","4.295","+29","390","+2","129",""
"Kiel","KI","1.603,77","3.958","+33","304","+5","60",""
"Herzogtum Lauenburg","RZ","1.935,17","3.832","+13","269","+1","75",""
"Lübeck","HL","1.696,30","3.673","+1","283","","75",""
"Rendsburg-Eckernförde","RD","991,25","2.717","+4","209","","36","+1"
"Ostholstein","OH","1.220,71","2.448","-2","244","","67",""
"Schleswig-Flensburg","SL","1.094,18","2.201","+1","93","","31",""
"Nordfriesland","NF","1.266,04","2.101","+13","226","","54",""
"Flensburg","FL","2.298,03","2.072","+4","117","","29",""
"Steinburg","IZ","1.328,88","1.741","+7","151","+1","21",""
"Neumünster","NMS","1.805,58","1.448","","101","","9",""
"Dithmarschen","HEI","967,77","1.289","+7","105","+1","20",""
"Plön","PLO","787,19","1.013","+12","121","","19",""
"-"
"Schleswig-Holstein","SH","1.539,93","44.716","+148","3.699","+11","948","+1"

"Datenstand 23.08.2021 18:33:10"
