"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","2.097,42","6.630","+39","678","+1","227",""
"Segeberg","SE","1.643,01","4.554","+19","375","","94",""
"Stormarn","OD","1.665,33","4.066","+10","368","+2","129",""
"Herzogtum Lauenburg","RZ","1.804,88","3.574","+8","262","+1","75",""
"Kiel","KI","1.401,57","3.459","+56","280","+1","59",""
"Lübeck","HL","1.592,39","3.448","+16","276","","75",""
"Rendsburg-Eckernförde","RD","929,59","2.548","+11","206","","35",""
"Ostholstein","OH","1.182,81","2.372","+7","240","","67",""
"Schleswig-Flensburg","SL","1.025,08","2.062","+6","89","","31",""
"Nordfriesland","NF","1.172,64","1.946","+10","218","","54",""
"Flensburg","FL","2.086,20","1.881","+13","112","+1","29",""
"Steinburg","IZ","1.208,28","1.583","+9","145","","21",""
"Neumünster","NMS","1.618,53","1.298","+9","95","","9",""
"Dithmarschen","HEI","822,87","1.096","+11","94","","20",""
"Plön","PLO","704,04","906","+15","109","","18",""
"-"
"Schleswig-Holstein","SH","1.426,52","41.423","+239","3.547","+6","943",""

"Datenstand 06.08.2021 18:47:21"
