"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","885,52","2.784","+15","283","+2","125","+3"
"Lübeck","HL","685,55","1.489","+21","175","+1","42","+3"
"Segeberg","SE","495,59","1.368","+19","70","","57",""
"Stormarn","OD","504,94","1.228","+18","135","+3","39",""
"Herzogtum Lauenburg","RZ","528,73","1.043","","62","","27",""
"Nordfriesland","NF","581,85","963","+8","146","+2","32","+1"
"Ostholstein","OH","461,16","925","+3","145","","35",""
"Kiel","KI","356,29","882","+11","98","","29",""
"Schleswig-Flensburg","SL","406,95","814","+33","43","+2","15",""
"Flensburg","FL","908,34","813","+40","42","+1","17",""
"Rendsburg-Eckernförde","RD","268,72","733","+9","81","+1","13",""
"Steinburg","IZ","330,42","434","+10","26","","3",""
"Neumünster","NMS","496,94","395","","36","","6",""
"Dithmarschen","HEI","245,48","327","+2","17","+1","7",""
"Plön","PLO","198,22","255","","51","","7",""
"-"
"Schleswig-Holstein","SH","498,95","14.453","+189","1.410","+13","454","+7"

"Datenstand 13.02.2021 20:02:44"
