"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.114,22","3.503","+34","375","+9","178","+1"
"Segeberg","SE","801,72","2.213","+55","89","+2","66",""
"Lübeck","HL","878,92","1.909","+25","211","+1","64",""
"Stormarn","OD","783,32","1.905","+24","218","+1","101","+1"
"Herzogtum Lauenburg","RZ","853,68","1.684","+27","152","+3","61",""
"Kiel","KI","552,62","1.368","+32","127","+2","41",""
"Schleswig-Flensburg","SL","682,41","1.365","+30","61","","21",""
"Flensburg","FL","1.464,74","1.311","+6","81","+1","25",""
"Nordfriesland","NF","750,42","1.242","+12","172","+3","44",""
"Ostholstein","OH","618,20","1.240","+23","173","+1","57",""
"Rendsburg-Eckernförde","RD","446,52","1.218","+19","118","","21",""
"Steinburg","IZ","470,51","618","+13","49","+1","7",""
"Neumünster","NMS","759,87","604","+23","55","+4","7",""
"Dithmarschen","HEI","327,30","436","+12","38","","7",""
"Plön","PLO","318,70","410","+5","67","+2","12",""
"-"
"Schleswig-Holstein","SH","725,86","21.026","+340","1.986","+30","712","+2"

"Datenstand 17.03.2021 20:06:43"
