"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","186,39","586","+38","28","+4","5",""
"Segeberg","SE","161,21","445","+20","15","","5",""
"Stormarn","OD","142,68","347","+13","8","+4","1",""
"Lübeck","HL","136,74","297","+6","7","","2",""
"Herzogtum Lauenburg","RZ","138,90","274","+2","5","","0",""
"Kiel","KI","102,20","253","+8","20","+2","4","+1"
"Rendsburg-Eckernförde","RD","86,88","237","+8","22","+2","0",""
"Schleswig-Flensburg","SL","114,99","230","+13","9","","2",""
"Ostholstein","OH","111,18","223","+5","31","+1","2","+2"
"Flensburg","FL","162,00","145","+17","4","","1",""
"Nordfriesland","NF","83,38","138","+8","23","+4","1",""
"Steinburg","IZ","74,61","98","+1","1","","0",""
"Neumünster","NMS","100,65","80","+3","3","+1","0",""
"Dithmarschen","HEI","59,30","79","","9","","1",""
"Plön","PLO","51,30","66","+1","16","+1","1",""
"-"
"Schleswig-Holstein","SH","120,76","3.498","+143","201","+19","25","+3"

"Datenstand 10.01.2021 20:16:19"
