"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","210","235","12","0"
"05-09","210","251","3","0"
"10-14","269","320","10","0"
"15-19","502","526","14","0"
"20-24","741","735","25","0"
"25-29","719","692","36","0"
"30-34","669","726","43","0"
"35-39","601","647","50","0"
"40-44","655","524","50","0"
"45-49","685","537","49","1"
"50-54","750","733","79","3"
"55-59","732","677","96","9"
"60-64","450","485","108","14"
"65-69","262","314","118","25"
"70-74","274","304","161","46"
"75-79","359","313","217","80"
"80-84","634","399","350","162"
"85-89","550","249","224","155"
"90+","604","170","170","167"

"Datenstand 08.03.2021 20:05:46"
