"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","155","166","11","0"
"05-09","147","180","2","0"
"10-14","196","220","8","0"
"15-19","398","377","8","0"
"20-24","599","573","18","0"
"25-29","599","544","25","0"
"30-34","537","590","34","0"
"35-39","478","514","39","0"
"40-44","529","404","28","0"
"45-49","571","427","38","1"
"50-54","626","586","60","2"
"55-59","609","561","80","6"
"60-64","383","400","90","7"
"65-69","219","263","100","19"
"70-74","231","262","132","36"
"75-79","318","277","184","61"
"80-84","563","357","303","126"
"85-89","504","222","199","126"
"90+","543","154","143","137"

"Datenstand 18.02.2021 20:01:41"
