"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","297,08","934","+3","146","","47",""
"Stormarn","OD","285,37","694","","60","","35",""
"Segeberg","SE","197,08","544","+5","49","+1","7",""
"Kiel","KI","195,52","484","","80","","12",""
"Rendsburg-Eckernförde","RD","142,61","389","+1","54","","14",""
"Herzogtum Lauenburg","RZ","191,11","377","","52","","18",""
"Lübeck","HL","150,09","326","","14","","1",""
"Dithmarschen","HEI","188,42","251","+3","35","+2","5",""
"Steinburg","IZ","181,20","238","","25","","3",""
"Schleswig-Flensburg","SL","106,49","213","+1","21","","4",""
"Neumünster","NMS","234,00","186","+8","13","","3",""
"Plön","PLO","132,14","170","","36","","8",""
"Ostholstein","OH","80,27","161","+2","18","","0",""
"Nordfriesland","NF","93,65","155","","19","","2",""
"Flensburg","FL","154,18","138","+2","9","","3",""
"-"
"Schleswig-Holstein","SH","181,59","5.260","+25","631","+3","162",""

"Datenstand 11.10.2020 20:27:29"
