"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","328,25","1.032","+10","151","+2","47",""
"Stormarn","OD","319,50","777","+26","61","","35",""
"Segeberg","SE","220,99","610","+6","52","","7",""
"Kiel","KI","209,66","519","+5","82","","12",""
"Rendsburg-Eckernförde","RD","154,34","421","+8","57","+1","14",""
"Herzogtum Lauenburg","RZ","208,86","412","+12","53","","18",""
"Lübeck","HL","171,73","373","+18","16","+1","1",""
"Dithmarschen","HEI","216,95","289","+10","42","+4","5",""
"Steinburg","IZ","194,90","256","+4","26","","3",""
"Schleswig-Flensburg","SL","118,49","237","+6","22","","5",""
"Ostholstein","OH","111,68","224","+44","20","","0",""
"Neumünster","NMS","270,48","215","","14","","3",""
"Plön","PLO","139,14","179","+2","37","+1","8",""
"Nordfriesland","NF","106,34","176","+6","21","+1","2",""
"Flensburg","FL","175,41","157","+6","9","","3",""
"-"
"Schleswig-Holstein","SH","202,89","5.877","+163","663","+10","163",""

"Datenstand 19.10.2020 19:37:09"
