"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.038,83","3.266","+76","294","+5","61","+1"
"Stormarn","OD","955,20","2.323","+51","121","+5","67","+1"
"Segeberg","SE","735,06","2.029","+46","130","","42",""
"Lübeck","HL","837,02","1.818","+34","73","+4","12","+2"
"Kiel","KI","722,69","1.789","+63","182","+4","22",""
"Herzogtum Lauenburg","RZ","690,45","1.362","+38","84","+3","25",""
"Rendsburg-Eckernförde","RD","472,55","1.289","+43","114","","17",""
"Dithmarschen","HEI","587,04","782","+12","83","","14",""
"Nordfriesland","NF","462,82","766","+16","58","+1","4",""
"Ostholstein","OH","379,90","762","+18","52","+1","6",""
"Schleswig-Flensburg","SL","307,96","616","+9","44","+1","7",""
"Steinburg","IZ","461,37","606","+61","48","+2","4",""
"Neumünster","NMS","738,49","587","+5","35","","8","+2"
"Plön","PLO","337,36","434","+8","63","+1","8",""
"Flensburg","FL","433,50","388","+6","19","","4",""
"-"
"Schleswig-Holstein","SH","649,60","18.817","+486","1.400","+27","301","+6"

"Datenstand 15.12.2020 21:09:53"
