"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","2.712,72","8.575","+22","797","","241",""
"Segeberg","SE","2.114,19","5.860","+13","460","+2","101",""
"Stormarn","OD","2.186,72","5.339","","467","","141",""
"Kiel","KI","2.135,38","5.270","+11","384","","67",""
"Herzogtum Lauenburg","RZ","2.288,67","4.532","","295","","80",""
"Lübeck","HL","2.068,07","4.478","","297","","75",""
"Rendsburg-Eckernförde","RD","1.281,66","3.513","","236","","43",""
"Ostholstein","OH","1.423,66","2.855","+2","262","","67",""
"Schleswig-Flensburg","SL","1.259,72","2.534","+9","108","","32",""
"Nordfriesland","NF","1.471,52","2.442","+3","254","","57",""
"Flensburg","FL","2.702,85","2.437","+3","127","","29",""
"Steinburg","IZ","1.589,92","2.083","","175","","28",""
"Neumünster","NMS","2.394,13","1.920","+9","127","","10",""
"Dithmarschen","HEI","1.295,11","1.725","+2","144","","23",""
"Plön","PLO","1.031,19","1.327","","148","","22",""
"-"
"Schleswig-Holstein","SH","1.890,30","54.890","+74","4.281","+2","1.016",""

"Datenstand 24.10.2021 19:42:49"
