"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","960","978","51","1"
"05-09","1.361","1.419","26","0"
"10-14","1.539","1.741","32","0"
"15-19","1.816","1.936","52","0"
"20-24","2.108","2.221","107","0"
"25-29","1.950","2.009","137","0"
"30-34","1.893","2.111","161","2"
"35-39","1.797","1.825","176","3"
"40-44","1.827","1.680","183","4"
"45-49","1.668","1.536","176","4"
"50-54","1.740","1.815","247","17"
"55-59","1.597","1.656","290","25"
"60-64","985","1.156","270","26"
"65-69","571","653","256","46"
"70-74","544","545","313","78"
"75-79","563","512","385","126"
"80-84","859","568","542","231"
"85-89","682","337","352","204"
"90+","727","207","253","218"

"Datenstand 22.09.2021 20:08:05"
