"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","57","48","4","0"
"05-09","49","41","1","0"
"10-14","78","80","4","0"
"15-19","160","162","3","0"
"20-24","268","246","6","0"
"25-29","267","217","15","0"
"30-34","214","251","11","0"
"35-39","192","218","16","0"
"40-44","206","160","7","0"
"45-49","220","150","14","0"
"50-54","251","231","15","0"
"55-59","227","199","25","0"
"60-64","167","149","30","0"
"65-69","92","111","23","2"
"70-74","103","120","52","4"
"75-79","125","136","59","14"
"80-84","227","149","101","30"
"85-89","204","100","59","18"
"90+","211","63","45","18"

"Datenstand 18.01.2021 20:24:25"
