"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","247,78","779","+1","138","","47",""
"Stormarn","OD","231,50","563","","54","","35",""
"Kiel","KI","181,38","449","+2","79","","11",""
"Segeberg","SE","154,69","427","","45","","7",""
"Rendsburg-Eckernförde","RD","122,45","334","","51","","14",""
"Herzogtum Lauenburg","RZ","165,77","327","+5","51","","18",""
"Lübeck","HL","110,50","240","+5","12","+1","1",""
"Steinburg","IZ","153,79","202","","25","","3",""
"Schleswig-Flensburg","SL","90,49","181","","21","","4",""
"Dithmarschen","HEI","126,12","168","","27","","5",""
"Plön","PLO","120,48","155","+1","35","","8",""
"Neumünster","NMS","169,84","135","+6","10","","3",""
"Nordfriesland","NF","67,67","112","","16","","2",""
"Ostholstein","OH","50,85","102","+4","15","+1","0",""
"Flensburg","FL","90,50","81","","6","","3",""
"-"
"Schleswig-Holstein","SH","146,89","4.255","+24","585","+2","161",""

"Datenstand 14.09.2020 20:27:33"
