"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","116","119","9","0"
"05-09","162","152","4","0"
"10-14","218","194","6","0"
"15-19","353","345","11","0"
"20-24","447","539","17","0"
"25-29","436","511","29","0"
"30-34","434","437","37","0"
"35-39","399","374","23","2"
"40-44","375","363","24","1"
"45-49","377","392","44","3"
"50-54","485","481","46","0"
"55-59","425","479","73","6"
"60-64","287","296","64","8"
"65-69","150","178","68","10"
"70-74","165","142","79","23"
"75-79","175","140","118","31"
"80-84","198","164","147","52"
"85-89","117","64","75","35"
"90+","112","41","54","42"

"Datenstand 12.11.2020 20:05:11"
