"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","511","533","21","1"
"05-09","560","645","9","0"
"10-14","594","718","15","0"
"15-19","929","971","28","0"
"20-24","1.254","1.277","48","0"
"25-29","1.185","1.192","62","0"
"30-34","1.158","1.302","68","1"
"35-39","1.079","1.182","85","0"
"40-44","1.156","1.036","91","1"
"45-49","1.076","975","105","2"
"50-54","1.217","1.283","135","5"
"55-59","1.174","1.177","162","17"
"60-64","722","821","159","19"
"65-69","425","485","169","33"
"70-74","431","436","221","62"
"75-79","470","425","290","105"
"80-84","754","489","436","193"
"85-89","618","293","282","178"
"90+","653","184","195","191"

"Datenstand 22.04.2021 19:57:39"
