"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","747,16","2.349","+68","224","+6","49",""
"Stormarn","OD","687,92","1.673","+28","91","+6","52","+1"
"Segeberg","SE","561,17","1.549","+37","110","+1","31",""
"Kiel","KI","472,23","1.169","+34","137","+4","16",""
"Lübeck","HL","522,10","1.134","+3","48","","6",""
"Herzogtum Lauenburg","RZ","495,78","978","+19","73","+3","23",""
"Rendsburg-Eckernförde","RD","328,84","897","+11","94","+3","17",""
"Nordfriesland","NF","396,36","656","+5","50","","4",""
"Dithmarschen","HEI","437,65","583","+17","69","+1","14",""
"Ostholstein","OH","285,67","573","+8","39","+1","3",""
"Schleswig-Flensburg","SL","255,47","511","+6","38","","7",""
"Neumünster","NMS","552,29","439","+7","28","","6",""
"Steinburg","IZ","322,81","424","+4","39","","3",""
"Plön","PLO","243,30","313","+5","55","","8",""
"Flensburg","FL","348,59","312","+4","15","+1","3",""
"-"
"Schleswig-Holstein","SH","468,12","13.560","+256","1.110","+26","242","+1"

"Datenstand 25.11.2020 21:06:06"
