"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","638,06","2.006","+66","167","+10","52","+3"
"Segeberg","SE","384,38","1.061","+27","39","","30",""
"Lübeck","HL","457,65","994","+48","86","+2","17","+3"
"Stormarn","OD","377,88","919","+21","80","+4","10",""
"Nordfriesland","NF","422,34","699","+44","108","+1","16","+1"
"Herzogtum Lauenburg","RZ","348,77","688","+17","27","+2","16","+1"
"Kiel","KI","275,10","681","+19","77","+3","23",""
"Ostholstein","OH","301,62","605","+20","103","+6","11","+1"
"Rendsburg-Eckernförde","RD","211,53","577","+27","55","+1","5","+1"
"Flensburg","FL","572,04","512","+29","21","+2","10","+1"
"Schleswig-Flensburg","SL","248,47","497","+36","25","+2","7",""
"Steinburg","IZ","234,49","308","+14","20","+1","1",""
"Neumünster","NMS","379,94","302","+15","25","+1","3","+1"
"Dithmarschen","HEI","201,19","268","","16","","3",""
"Plön","PLO","154,69","199","+5","43","+1","4",""
"-"
"Schleswig-Holstein","SH","356,13","10.316","+388","892","+36","208","+12"

"Datenstand 28.01.2021 20:20:31"
