"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.924,06","6.082","+5","637","","221",""
"Segeberg","SE","1.533,33","4.250","+10","293","+2","93",""
"Stormarn","OD","1.554,74","3.796","+14","347","+1","124","+1"
"Herzogtum Lauenburg","RZ","1.714,99","3.396","+5","247","+3","71","+1"
"Lübeck","HL","1.450,15","3.140","+7","260","","74",""
"Kiel","KI","1.256,11","3.100","+3","257","","55",""
"Rendsburg-Eckernförde","RD","876,33","2.402","+1","203","+1","35",""
"Ostholstein","OH","1.115,49","2.237","","237","","66",""
"Schleswig-Flensburg","SL","982,82","1.977","","87","","30",""
"Nordfriesland","NF","1.078,03","1.789","","208","","54",""
"Flensburg","FL","1.960,87","1.768","","109","","29",""
"Steinburg","IZ","1.141,87","1.496","+1","139","","19",""
"Neumünster","NMS","1.427,75","1.145","","86","","9",""
"Dithmarschen","HEI","762,80","1.016","-1","90","-1","19","+1"
"Plön","PLO","626,33","806","","101","","17",""
"-"
"Schleswig-Holstein","SH","1.322,42","38.400","+45","3.301","+6","916","+3"

"Datenstand 08.06.2021 18:43:55"
