"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","589,71","1.854","+139","145","+16","44","+9"
"Segeberg","SE","338,73","935","+75","39","+4","29","+1"
"Stormarn","OD","352,80","858","+44","66","+1","10",""
"Lübeck","HL","393,19","854","+78","80","","13",""
"Herzogtum Lauenburg","RZ","325,45","642","+29","22","","15",""
"Kiel","KI","258,13","639","+28","74","+3","21","+2"
"Nordfriesland","NF","384,27","636","+18","104","","12","+5"
"Ostholstein","OH","273,70","549","+25","91","+6","10","+1"
"Rendsburg-Eckernförde","RD","197,23","538","+32","53","+2","3",""
"Flensburg","FL","525,12","470","+31","19","+1","8",""
"Schleswig-Flensburg","SL","218,97","438","+19","22","+1","7",""
"Steinburg","IZ","215,46","283","+10","13","","1",""
"Neumünster","NMS","353,52","281","+9","24","+2","2",""
"Dithmarschen","HEI","189,93","253","","16","","3",""
"Plön","PLO","146,91","189","+13","37","","4",""
"-"
"Schleswig-Holstein","SH","325,16","9.419","+550","805","+36","182","+18"

"Datenstand 26.01.2021 21:34:13"
