"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","686","684","33","1"
"05-09","801","871","14","0"
"10-14","829","1.007","21","0"
"15-19","1.210","1.269","34","0"
"20-24","1.543","1.574","72","0"
"25-29","1.434","1.452","86","0"
"30-34","1.400","1.570","103","2"
"35-39","1.337","1.412","115","2"
"40-44","1.377","1.274","126","1"
"45-49","1.325","1.191","146","3"
"50-54","1.448","1.521","189","9"
"55-59","1.378","1.407","225","20"
"60-64","855","974","222","23"
"65-69","487","564","212","40"
"70-74","493","499","271","70"
"75-79","523","472","342","118"
"80-84","801","520","493","214"
"85-89","641","315","324","194"
"90+","678","193","229","207"

"Datenstand 02.06.2021 21:59:37"
