"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","990","1.006","55","1"
"05-09","1.420","1.480","28","0"
"10-14","1.616","1.819","34","0"
"15-19","1.867","1.966","52","0"
"20-24","2.148","2.265","111","0"
"25-29","1.999","2.055","143","0"
"30-34","1.936","2.163","167","2"
"35-39","1.844","1.866","185","3"
"40-44","1.860","1.718","184","4"
"45-49","1.694","1.561","180","4"
"50-54","1.767","1.848","252","18"
"55-59","1.624","1.684","296","25"
"60-64","1.001","1.166","274","26"
"65-69","583","663","259","47"
"70-74","551","554","318","78"
"75-79","578","516","389","129"
"80-84","868","575","548","231"
"85-89","692","342","354","204"
"90+","734","208","254","219"

"Datenstand 01.10.2021 18:42:56"
