"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.952,21","6.171","","646","","221",""
"Segeberg","SE","1.548,48","4.292","+1","338","+1","93",""
"Stormarn","OD","1.572,76","3.840","","352","","127",""
"Herzogtum Lauenburg","RZ","1.728,62","3.423","","255","","73",""
"Lübeck","HL","1.460,77","3.163","","260","","74",""
"Kiel","KI","1.265,43","3.123","","264","","56",""
"Rendsburg-Eckernförde","RD","880,71","2.414","","204","","35",""
"Ostholstein","OH","1.121,98","2.250","","237","","67",""
"Schleswig-Flensburg","SL","985,80","1.983","","87","","31",""
"Nordfriesland","NF","1.087,67","1.805","-1","210","-1","54",""
"Flensburg","FL","1.963,09","1.770","","110","","29",""
"Steinburg","IZ","1.144,92","1.500","","140","","20",""
"Neumünster","NMS","1.433,99","1.150","","86","","9",""
"Dithmarschen","HEI","763,55","1.017","","90","","20",""
"Plön","PLO","629,44","810","","105","","18",""
"-"
"Schleswig-Holstein","SH","1.333,13","38.711","","3.384","","927",""

"Datenstand 20.06.2021 19:45:43"
