"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","145","153","11","0"
"05-09","137","161","2","0"
"10-14","180","203","8","0"
"15-19","367","336","8","0"
"20-24","568","521","17","0"
"25-29","561","504","24","0"
"30-34","494","552","28","0"
"35-39","448","484","35","0"
"40-44","500","374","27","0"
"45-49","536","392","35","1"
"50-54","581","542","58","2"
"55-59","563","521","72","4"
"60-64","361","373","85","7"
"65-69","209","258","93","15"
"70-74","223","253","130","31"
"75-79","300","263","168","56"
"80-84","541","345","285","110"
"85-89","487","206","186","108"
"90+","515","146","136","120"

"Datenstand 13.02.2021 20:02:44"
