"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","2.108,81","6.666","+36","678","","227",""
"Segeberg","SE","1.646,25","4.563","+9","375","","94",""
"Stormarn","OD","1.665,33","4.066","","368","","129",""
"Herzogtum Lauenburg","RZ","1.804,88","3.574","","262","","75",""
"Kiel","KI","1.407,25","3.473","+14","280","","59",""
"Lübeck","HL","1.597,47","3.459","+11","277","+1","75",""
"Rendsburg-Eckernförde","RD","935,43","2.564","+16","206","","35",""
"Ostholstein","OH","1.186,30","2.379","+7","240","","67",""
"Schleswig-Flensburg","SL","1.030,54","2.073","+11","90","+1","31",""
"Nordfriesland","NF","1.176,25","1.952","+6","218","","54",""
"Flensburg","FL","2.107,27","1.900","+19","112","","29",""
"Steinburg","IZ","1.215,91","1.593","+10","145","","21",""
"Neumünster","NMS","1.627,26","1.305","+7","96","+1","9",""
"Dithmarschen","HEI","825,12","1.099","+3","95","+1","20",""
"Plön","PLO","706,37","909","+3","109","","18",""
"-"
"Schleswig-Holstein","SH","1.431,76","41.575","+152","3.551","+4","943",""

"Datenstand 07.08.2021 18:45:28"
