"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","99","103","6","0"
"05-09","99","91","1","0"
"10-14","137","137","5","0"
"15-19","285","257","6","0"
"20-24","437","410","12","0"
"25-29","427","372","21","0"
"30-34","359","414","19","0"
"35-39","343","353","25","0"
"40-44","374","267","20","0"
"45-49","405","275","27","1"
"50-54","441","400","35","1"
"55-59","401","359","49","1"
"60-64","282","274","54","5"
"65-69","163","184","55","5"
"70-74","182","209","93","15"
"75-79","234","203","113","33"
"80-84","430","275","200","62"
"85-89","390","164","129","52"
"90+","398","111","94","63"

"Datenstand 30.01.2021 21:40:54"
