"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","500,97","1.575","+103","119","+12","31","+6"
"Segeberg","SE","285,84","789","+27","29","+1","21","+2"
"Stormarn","OD","318,67","775","+46","59","+2","10",""
"Lübeck","HL","318,14","691","+3","24","","10","+1"
"Kiel","KI","230,66","571","+25","66","+3","18","+1"
"Herzogtum Lauenburg","RZ","282,87","558","+30","19","","12",""
"Nordfriesland","NF","329,90","546","+30","101","+4","6","+1"
"Ostholstein","OH","237,81","477","+32","67","+1","9",""
"Rendsburg-Eckernförde","RD","170,84","466","+27","49","","3","+1"
"Flensburg","FL","456,96","409","+30","17","+2","7",""
"Schleswig-Flensburg","SL","192,98","386","+33","18","","6",""
"Neumünster","NMS","323,32","257","+13","20","+4","1",""
"Steinburg","IZ","194,14","255","+10","12","","1",""
"Dithmarschen","HEI","167,40","223","+11","14","","2",""
"Plön","PLO","125,93","162","+6","34","+2","4","+1"
"-"
"Schleswig-Holstein","SH","281,01","8.140","+426","648","+31","141","+13"

"Datenstand 22.01.2021 20:08:35"
