"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","980,31","3.082","+11","321","+1","160","+1"
"Lübeck","HL","796,97","1.731","+1","198","","61","+1"
"Segeberg","SE","597,39","1.649","+15","74","+1","62",""
"Stormarn","OD","615,96","1.498","+8","180","","73",""
"Herzogtum Lauenburg","RZ","672,20","1.326","","110","","40",""
"Flensburg","FL","1.256,93","1.125","+11","69","+1","22",""
"Nordfriesland","NF","674,90","1.117","+9","159","-1","37",""
"Kiel","KI","445,17","1.102","+17","108","","34",""
"Schleswig-Flensburg","SL","549,93","1.100","+9","51","","16",""
"Ostholstein","OH","533,95","1.071","","164","","52",""
"Rendsburg-Eckernförde","RD","360,00","982","+11","96","+1","20",""
"Steinburg","IZ","401,99","528","+2","32","","5",""
"Neumünster","NMS","581,23","462","","43","","7",""
"Dithmarschen","HEI","268,00","357","+2","28","+1","7",""
"Plön","PLO","263,51","339","","56","","11",""
"-"
"Schleswig-Holstein","SH","603,06","17.469","+96","1.689","+4","607","+2"

"Datenstand 28.02.2021 20:24:07"
