"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","325,07","1.022","+36","149","+3","47",""
"Stormarn","OD","308,80","751","","61","","35",""
"Segeberg","SE","218,82","604","+3","52","+2","7",""
"Kiel","KI","207,64","514","+10","82","+1","12",""
"Rendsburg-Eckernförde","RD","151,41","413","+4","56","","14",""
"Herzogtum Lauenburg","RZ","202,77","400","","53","","18",""
"Lübeck","HL","163,45","355","","15","","1",""
"Dithmarschen","HEI","209,44","279","+25","38","+2","5",""
"Steinburg","IZ","191,86","252","","26","","3",""
"Schleswig-Flensburg","SL","115,49","231","+2","22","","5",""
"Neumünster","NMS","270,48","215","+5","14","+1","3",""
"Ostholstein","OH","89,74","180","","20","","0",""
"Plön","PLO","137,59","177","","36","","8",""
"Nordfriesland","NF","102,71","170","+2","20","","2",""
"Flensburg","FL","168,71","151","+1","9","","3",""
"-"
"Schleswig-Holstein","SH","197,26","5.714","+88","653","+9","163",""

"Datenstand 18.10.2020 21:42:18"
