"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.048,06","3.295","+30","350","+4","176","+2"
"Segeberg","SE","713,69","1.970","+50","81","-2","64",""
"Lübeck","HL","844,85","1.835","+22","207","+1","64","+1"
"Stormarn","OD","729,04","1.773","+24","211","+2","93","+2"
"Herzogtum Lauenburg","RZ","785,24","1.549","+25","142","+2","58","+3"
"Kiel","KI","518,28","1.283","+23","120","","40",""
"Schleswig-Flensburg","SL","635,92","1.272","+14","58","","20","+1"
"Flensburg","FL","1.416,70","1.268","+15","74","","24",""
"Nordfriesland","NF","720,82","1.193","+9","167","+1","42","+1"
"Ostholstein","OH","587,79","1.179","+12","167","","55",""
"Rendsburg-Eckernförde","RD","421,23","1.149","+17","112","+2","21",""
"Steinburg","IZ","433,96","570","+5","47","","7",""
"Neumünster","NMS","686,90","546","+21","48","+1","7",""
"Dithmarschen","HEI","294,27","392","+5","37","+2","7",""
"Plön","PLO","293,83","378","+1","60","+1","12",""
"-"
"Schleswig-Holstein","SH","678,42","19.652","+273","1.881","+14","690","+10"

"Datenstand 11.03.2021 20:03:22"
