"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","600,21","1.887","+43","201","+1","49",""
"Stormarn","OD","583,89","1.420","+8","72","","47",""
"Segeberg","SE","459,73","1.269","","97","","28",""
"Kiel","KI","369,22","914","+22","117","+1","15",""
"Lübeck","HL","419,43","911","","36","","4",""
"Herzogtum Lauenburg","RZ","419,74","828","+13","63","","21","+1"
"Rendsburg-Eckernförde","RD","295,48","806","+14","80","+2","16",""
"Nordfriesland","NF","354,06","586","+15","41","+2","2",""
"Dithmarschen","HEI","379,85","506","+12","64","","13",""
"Schleswig-Flensburg","SL","239,97","480","+7","37","+1","6",""
"Ostholstein","OH","228,84","459","+13","30","","1",""
"Neumünster","NMS","460,45","366","+6","17","","3",""
"Steinburg","IZ","277,89","365","","35","","3",""
"Plön","PLO","219,98","283","+4","53","+1","8",""
"Flensburg","FL","309,48","277","+1","11","","3",""
"-"
"Schleswig-Holstein","SH","392,07","11.357","+158","954","+8","219","+1"

"Datenstand 14.11.2020 20:06:27"
