"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","206","228","12","0"
"05-09","205","248","3","0"
"10-14","263","313","9","0"
"15-19","496","511","14","0"
"20-24","732","732","25","0"
"25-29","710","684","36","0"
"30-34","661","725","43","0"
"35-39","596","638","51","0"
"40-44","649","520","49","0"
"45-49","678","530","48","1"
"50-54","743","723","77","3"
"55-59","724","670","96","9"
"60-64","448","480","107","14"
"65-69","262","312","118","25"
"70-74","272","302","160","46"
"75-79","358","313","216","79"
"80-84","632","399","344","161"
"85-89","548","248","221","151"
"90+","602","170","168","165"

"Datenstand 06.03.2021 20:53:37"
