"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","2.032,88","6.426","+23","673","+2","226",""
"Segeberg","SE","1.602,96","4.443","+21","370","+2","93",""
"Stormarn","OD","1.628,06","3.975","+7","361","","129",""
"Herzogtum Lauenburg","RZ","1.770,03","3.505","+7","260","+1","75","+1"
"Lübeck","HL","1.532,81","3.319","+9","267","+1","75",""
"Kiel","KI","1.337,96","3.302","+12","277","","59",""
"Rendsburg-Eckernförde","RD","906,25","2.484","+4","206","","35",""
"Ostholstein","OH","1.157,88","2.322","+2","239","+1","67",""
"Schleswig-Flensburg","SL","1.005,69","2.023","+5","88","","31",""
"Nordfriesland","NF","1.141,90","1.895","+3","215","","54",""
"Flensburg","FL","2.017,43","1.819","+8","111","","29",""
"Steinburg","IZ","1.173,93","1.538","+7","144","","21",""
"Neumünster","NMS","1.526,26","1.224","+4","92","+1","9",""
"Dithmarschen","HEI","789,83","1.052","+3","92","+1","20",""
"Plön","PLO","647,31","833","+3","108","","18",""
"-"
"Schleswig-Holstein","SH","1.383,03","40.160","+118","3.503","+9","941","+1"

"Datenstand 29.07.2021 18:36:07"
