"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","257,00","808","+2","140","","47",""
"Stormarn","OD","241,78","588","","56","","35",""
"Kiel","KI","182,99","453","","79","","11",""
"Segeberg","SE","161,94","447","","47","","7",""
"Herzogtum Lauenburg","RZ","173,37","342","","51","","18",""
"Rendsburg-Eckernförde","RD","123,55","337","","51","","14",""
"Lübeck","HL","114,18","248","","12","","1",""
"Steinburg","IZ","155,31","204","","25","","3",""
"Schleswig-Flensburg","SL","91,99","184","+2","21","","4",""
"Dithmarschen","HEI","133,62","178","+10","28","+1","5",""
"Plön","PLO","122,82","158","","35","","8",""
"Neumünster","NMS","193,74","154","+2","11","","3",""
"Ostholstein","OH","60,82","122","+4","15","","0",""
"Nordfriesland","NF","68,88","114","","16","","2",""
"Flensburg","FL","92,73","83","","6","","3",""
"-"
"Schleswig-Holstein","SH","152,59","4.420","+20","593","+1","161",""

"Datenstand 20.09.2020 19:01:37"
