"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","566,81","1.782","+47","194","+2","49",""
"Stormarn","OD","549,76","1.337","+30","70","","45",""
"Segeberg","SE","435,46","1.202","+4","96","+5","25","+4"
"Lübeck","HL","398,25","865","+5","35","+6","4",""
"Kiel","KI","347,00","859","+27","112","-1","15",""
"Herzogtum Lauenburg","RZ","395,92","781","+26","61","+2","20","+1"
"Rendsburg-Eckernförde","RD","278,25","759","+29","76","","16",""
"Nordfriesland","NF","326,27","540","+11","37","+3","2",""
"Dithmarschen","HEI","358,83","478","+15","63","","13",""
"Schleswig-Flensburg","SL","230,47","461","+15","34","+3","6",""
"Ostholstein","OH","211,39","424","+14","30","+1","1",""
"Steinburg","IZ","271,04","356","+10","34","","3",""
"Neumünster","NMS","426,48","339","","16","","3",""
"Plön","PLO","208,32","268","+6","48","","8",""
"Flensburg","FL","290,49","260","+8","10","","3",""
"-"
"Schleswig-Holstein","SH","369,76","10.711","+247","916","+21","213","+5"

"Datenstand 11.11.2020 20:34:08"
