"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","147","155","11","0"
"05-09","138","164","2","0"
"10-14","181","204","8","0"
"15-19","368","342","8","0"
"20-24","570","531","17","0"
"25-29","566","512","24","0"
"30-34","500","554","29","0"
"35-39","451","486","35","0"
"40-44","501","377","27","0"
"45-49","540","394","36","1"
"50-54","589","548","58","2"
"55-59","567","523","72","4"
"60-64","366","377","85","7"
"65-69","211","259","94","18"
"70-74","224","254","131","31"
"75-79","302","265","170","56"
"80-84","546","346","288","111"
"85-89","488","209","187","109"
"90+","523","147","136","120"

"Datenstand 14.02.2021 20:07:44"
