"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Segeberg","SE","7,25","20","-2.563","0","-154","0","-56"
"Pinneberg","PI","3,50","11","-4.400","0","-381","0","-86"
"Lübeck","HL","5,06","11","-2.589","1","-75","0","-19"
"Rendsburg-Eckernförde","RD","3,67","10","-1.674","1","-137","0","-19"
"Dithmarschen","HEI","7,51","10","-948","1","-98","0","-25"
"Steinburg","IZ","6,85","9","-847","0","-74","0","-13"
"Schleswig-Flensburg","SL","4,00","8","-893","1","-66","0","-11"
"Kiel","KI","3,23","8","-2.306","0","-234","0","-35"
"Flensburg","FL","5,59","5","-490","0","-32","0","-7"
"Nordfriesland","NF","3,02","5","-951","2","-70","0","-20"
"Plön","PLO","3,11","4","-543","1","-80","0","-9"
"Neumünster","NMS","1,26","1","-676","0","-42","0","-10"
"Herzogtum Lauenburg","RZ","0","0","-1.775","0","-96","0","-27"
"Stormarn","OD","0","0","-3.262","0","-160","0","-78"
"Ostholstein","OH","0","0","-1.104","0","-84","0","-12"
"-"
"Schleswig-Holstein","SH","3,52","102","-25.021","7","-1.783","0","-427"

"Datenstand 01.01.2021 20:15:21"
