"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","246,51","775","+4","137","","47",""
"Stormarn","OD","231,50","563","","54","","35",""
"Kiel","KI","180,57","447","+2","79","","11",""
"Segeberg","SE","153,61","424","+1","45","","7",""
"Rendsburg-Eckernförde","RD","122,45","334","","51","","14",""
"Herzogtum Lauenburg","RZ","163,23","322","+2","51","","18",""
"Lübeck","HL","108,20","235","","11","","1",""
"Steinburg","IZ","153,79","202","+1","25","","3",""
"Schleswig-Flensburg","SL","89,99","180","","21","","4",""
"Dithmarschen","HEI","126,12","168","","27","","5",""
"Plön","PLO","119,71","154","","35","","8",""
"Neumünster","NMS","158,52","126","+1","10","","3",""
"Nordfriesland","NF","67,07","111","","16","","2",""
"Ostholstein","OH","47,86","96","","14","","0",""
"Flensburg","FL","90,50","81","","6","","3",""
"-"
"Schleswig-Holstein","SH","145,61","4.218","+11","582","","161",""

"Datenstand 12.09.2020 08:30:47"
