"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.568,16","4.957","+23","475","+8","193","+3"
"Segeberg","SE","1.287,63","3.569","+23","139","+3","83",""
"Stormarn","OD","1.176,71","2.873","+22","280","+4","110",""
"Herzogtum Lauenburg","RZ","1.347,35","2.668","+33","181","+1","67","+1"
"Lübeck","HL","1.175,36","2.545","+11","240","","67",""
"Kiel","KI","862,66","2.129","+33","188","+2","48",""
"Rendsburg-Eckernförde","RD","670,56","1.838","+17","154","","24",""
"Ostholstein","OH","851,21","1.707","+6","199","+2","60",""
"Schleswig-Flensburg","SL","839,15","1.688","+4","71","","24",""
"Flensburg","FL","1.816,69","1.638","+3","104","","29",""
"Nordfriesland","NF","880,38","1.461","+3","195","","47",""
"Steinburg","IZ","842,66","1.104","+17","80","+1","11","+1"
"Neumünster","NMS","1.122,25","900","+6","68","+3","8",""
"Dithmarschen","HEI","551,08","734","","60","","9",""
"Plön","PLO","458,48","590","+2","79","","14",""
"-"
"Schleswig-Holstein","SH","1.046,95","30.401","+203","2.513","+24","794","+5"

"Datenstand 19.04.2021 18:33:13"
